,iso3,long,lat,SSP1,SSP3,SSP5
4615,IND21500.0,30.5,80.5,-5.38,-78.92,-55.55
4616,IND21501.0,30.5,81.5,-7.51,-23.11,-20.02
4617,IND21852.0,29.5,72.5,276.48,-14.42,4.81
4618,IND21853.0,29.5,73.5,29.64,-83.0,-78.12
4619,IND21854.0,29.5,74.5,-8.67,-99.49,-70.26
4620,IND21855.0,29.5,75.5,-10.59,-82.88,-71.11
4621,IND21856.0,29.5,76.5,-10.66,-63.57,-58.5
4622,IND21857.0,29.5,77.5,-14.43,-91.19,-82.63
4623,IND21858.0,29.5,78.5,-30.99,-67.6,-34.9
4624,IND21859.0,29.5,79.5,-3.52,-98.91,-39.25
4625,IND21860.0,29.5,80.5,17.71,-99.24,-56.62
4626,IND21874.0,29.5,94.5,3.88,-99.43,-73.89
4627,IND21875.0,29.5,95.5,0.28,-98.23,-74.2
4628,IND21876.0,29.5,96.5,0.23,-1.9,-13.3
4629,IND22210.0,28.5,70.5,7.0,7.0,0.87
4630,IND22211.0,28.5,71.5,10.84,-38.26,4.64
4631,IND22212.0,28.5,72.5,-39.34,-100.0,-25.83
4632,IND22213.0,28.5,73.5,32.49,40.4,-7.88
4633,IND22214.0,28.5,74.5,15.21,21.45,-6.86
4634,IND22215.0,28.5,75.5,16.13,36.89,-26.39
4635,IND22216.0,28.5,76.5,-16.72,-14.17,8.16
4636,IND22217.0,28.5,77.5,23.41,33.83,-9.51
4637,IND22218.0,28.5,78.5,55.61,64.29,12.74
4638,IND22219.0,28.5,79.5,82.23,131.19,-8.95
4639,IND22220.0,28.5,80.5,-71.59,-100.0,160.45
4640,IND22221.0,28.5,81.5,-24.09,-47.1,21.8
4641,IND22228.0,28.5,88.5,-30.18,-52.63,33.42
4642,IND22232.0,28.5,92.5,-0.28,-2.68,22.63
4643,IND22233.0,28.5,93.5,58.31,70.65,2.58
4644,IND22234.0,28.5,94.5,8.89,-10.87,38.65
4645,IND22235.0,28.5,95.5,-8.86,-46.88,26.35
4646,IND22236.0,28.5,96.5,14.47,23.69,-15.31
4647,IND22237.0,28.5,97.5,68.56,45.34,26.37
4648,IND22569.0,27.5,69.5,76.53,104.78,20.49
4649,IND22570.0,27.5,70.5,4.72,-20.41,18.5
4650,IND22571.0,27.5,71.5,-18.36,-30.05,8.27
4651,IND22572.0,27.5,72.5,138.99,151.91,36.5
4652,IND22573.0,27.5,73.5,8.06,8.05,8.06
4653,IND22574.0,27.5,74.5,0.0,0.0,0.0
4654,IND22575.0,27.5,75.5,0.0,0.0,0.0
4655,IND22576.0,27.5,76.5,47.83,-5.81,3.58
4656,IND22577.0,27.5,77.5,163.87,0.25,28.41
4657,IND22578.0,27.5,78.5,8.04,0.05,1.16
4658,IND22579.0,27.5,79.5,113.43,0.01,53.23
4659,IND22580.0,27.5,80.5,128.39,0.13,31.04
4660,IND22581.0,27.5,81.5,11.84,0.26,3.65
4661,IND22582.0,27.5,82.5,3.49,0.01,1.91
4662,IND22583.0,27.5,83.5,0.0,0.0,0.0
4663,IND22584.0,27.5,84.5,11.35,3.03,2.48
4664,IND22587.0,27.5,87.5,288.67,2.59,26.02
4665,IND22588.0,27.5,88.5,3.5,-5.45,-2.69
4666,IND22591.0,27.5,91.5,20.25,0.05,3.15
4667,IND22592.0,27.5,92.5,-4.15,-1.6,-1.45
4668,IND22593.0,27.5,93.5,50.46,-4.39,7.3
4669,IND22594.0,27.5,94.5,-13.83,-14.55,-11.17
4670,IND22595.0,27.5,95.5,33.1,-9.25,-9.65
4671,IND22596.0,27.5,96.5,-100.0,-97.08,-40.64
4672,IND22597.0,27.5,97.5,-99.82,-99.72,-41.17
4673,IND22929.0,26.5,69.5,-100.0,-99.28,-33.76
4674,IND22930.0,26.5,70.5,-100.0,-99.46,-29.23
4675,IND22931.0,26.5,71.5,-99.57,-98.47,-44.59
4676,IND22932.0,26.5,72.5,-99.74,-94.6,-22.31
4677,IND22933.0,26.5,73.5,-99.59,-97.16,-18.46
4678,IND22934.0,26.5,74.5,-64.7,-100.0,-67.22
4679,IND22935.0,26.5,75.5,-55.77,-97.9,-58.99
4680,IND22936.0,26.5,76.5,-65.99,-98.48,-70.54
4681,IND22937.0,26.5,77.5,-46.89,-99.9,-46.91
4682,IND22938.0,26.5,78.5,-57.32,-96.88,-57.12
4683,IND22939.0,26.5,79.5,-85.77,-98.55,-54.25
4684,IND22940.0,26.5,80.5,-23.17,-51.56,-11.92
4685,IND22941.0,26.5,81.5,-33.09,-84.92,-26.29
4686,IND22942.0,26.5,82.5,359.68,-100.0,359.68
4687,IND22943.0,26.5,83.5,-74.63,-99.98,-40.4
4688,IND22944.0,26.5,84.5,-70.59,-100.0,-70.59
4689,IND22945.0,26.5,85.5,-73.95,-76.61,-76.56
4690,IND22946.0,26.5,86.5,-79.88,-83.49,-82.39
4691,IND22947.0,26.5,87.5,-15.44,-71.9,-53.99
4692,IND22948.0,26.5,88.5,-33.83,-41.47,-37.72
4693,IND22949.0,26.5,89.5,-8.19,-31.85,-8.65
4694,IND22950.0,26.5,90.5,43.33,11.1,37.67
4695,IND22951.0,26.5,91.5,2.31,-5.32,-2.05
4696,IND22952.0,26.5,92.5,3.48,-5.01,-2.34
