,fid,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
4055,17482.0,GRC17482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,22.5
4056,17483.0,GRC17483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,23.5
4057,17484.0,GRC17484.0,0.0,21.09,50.46,94.03,99.98,100.0,100.0,100.0,100.0,41.5,24.5
4058,17485.0,GRC17485.0,97.78,98.24,97.84,97.38,97.66,97.66,98.29,98.16,97.75,41.5,25.5
4059,17486.0,GRC17486.0,95.84,95.04,94.82,94.75,94.04,94.1,96.71,96.76,96.04,41.5,26.5
4060,17840.0,GRC17840.0,88.15,99.68,100.0,99.94,99.78,99.78,99.81,99.68,99.9,40.5,20.5
4061,17841.0,GRC17841.0,97.99,99.08,98.99,98.82,98.93,98.93,99.61,99.63,99.27,40.5,21.5
4062,17842.0,GRC17842.0,86.5,90.54,90.51,93.72,94.2,96.93,98.35,98.33,97.8,40.5,22.5
4063,17843.0,GRC17843.0,19.75,54.44,60.51,93.13,95.32,95.32,95.54,95.54,95.46,40.5,23.5
4064,17844.0,GRC17844.0,0.0,0.0,0.0,0.0,33.48,77.55,99.43,99.55,95.99,40.5,24.5
4065,17845.0,GRC17845.0,50.0,0.0,0.0,0.0,11.06,46.81,99.94,100.0,82.42,40.5,25.5
4066,17846.0,GRC17846.0,50.0,50.0,50.0,50.0,0.0,0.0,98.38,98.38,26.76,40.5,26.5
4067,18199.0,GRC18199.0,50.0,50.0,50.0,89.01,100.0,100.0,100.0,100.0,100.0,39.5,19.5
4068,18200.0,GRC18200.0,0.0,0.0,0.0,51.37,100.0,100.0,100.0,100.0,100.0,39.5,20.5
4069,18201.0,GRC18201.0,50.0,0.0,0.0,74.21,100.0,100.0,100.0,100.0,100.0,39.5,21.5
4070,18202.0,GRC18202.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,22.5
4071,18203.0,GRC18203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,23.5
4072,18205.0,GRC18205.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,25.5
4073,18206.0,GRC18206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,26.5
4074,18560.0,GRC18560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,20.5
4075,18561.0,GRC18561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,21.5
4076,18562.0,GRC18562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,22.5
4077,18563.0,GRC18563.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,23.5
4078,18564.0,GRC18564.0,0.0,0.0,0.0,8.99,91.29,94.22,68.52,98.95,94.37,38.5,24.5
4079,18565.0,GRC18565.0,72.99,88.2,90.84,97.94,98.42,98.54,98.17,99.3,98.51,38.5,25.5
4080,18566.0,GRC18566.0,88.62,90.54,91.44,94.96,95.64,95.68,95.83,96.36,96.2,38.5,26.5
